event_id,user_id,event_type,occurred_at
133,133,click,2024-10-01 00:00:00
134,134,page_view,2024-10-01 00:00:00
135,135,click,2024-10-01 00:00:00
136,136,page_view,2024-10-01 00:00:00
137,137,click,2024-10-01 00:00:00
138,138,page_view,2024-10-01 00:00:00
139,139,click,2024-10-01 00:00:00
140,140,page_view,2024-10-01 00:00:00
141,141,click,2024-10-01 00:00:00
142,142,page_view,2024-10-01 00:00:00
143,143,click,2024-10-01 00:00:00
144,144,page_view,2024-10-01 00:00:00
145,145,click,2024-10-01 00:00:00
146,146,page_view,2024-10-01 00:00:00
147,147,click,2024-10-01 00:00:00
148,148,page_view,2024-10-01 00:00:00
149,149,click,2024-10-01 00:00:00
150,150,page_view,2024-10-01 00:00:00
151,151,click,2024-10-01 00:00:00
152,152,page_view,2024-10-01 00:00:00
153,153,click,2024-10-01 00:00:00
154,154,page_view,2024-10-01 00:00:00
155,155,click,2024-10-01 00:00:00
156,156,page_view,2024-10-01 00:00:00
157,157,click,2024-10-01 00:00:00
158,158,page_view,2024-10-01 00:00:00
159,159,click,2024-10-01 00:00:00
160,160,page_view,2024-10-01 00:00:00
161,161,click,2024-10-01 00:00:00
162,162,page_view,2024-10-01 00:00:00
163,163,click,2024-10-01 00:00:00
164,164,page_view,2024-10-01 00:00:00
165,165,click,2024-10-01 00:00:00
166,166,page_view,2024-10-01 00:00:00
167,167,click,2024-10-01 00:00:00
168,168,page_view,2024-10-01 00:00:00
169,169,click,2024-10-01 00:00:00
170,170,page_view,2024-10-01 00:00:00
171,171,click,2024-10-01 00:00:00
172,172,page_view,2024-10-01 00:00:00
173,173,click,2024-10-01 00:00:00
174,174,page_view,2024-10-01 00:00:00
175,175,click,2024-10-01 00:00:00
176,176,page_view,2024-10-01 00:00:00
177,177,click,2024-10-01 00:00:00
178,178,page_view,2024-10-01 00:00:00
179,179,click,2024-10-01 00:00:00
180,180,page_view,2024-10-01 00:00:00
181,181,click,2024-10-01 00:00:00
182,182,page_view,2024-10-01 00:00:00
183,183,click,2024-10-01 00:00:00
184,184,page_view,2024-10-01 00:00:00
185,185,click,2024-10-01 00:00:00
186,186,page_view,2024-10-01 00:00:00
187,187,click,2024-10-01 00:00:00
188,188,page_view,2024-10-01 00:00:00
189,189,click,2024-10-01 00:00:00
190,190,page_view,2024-10-01 00:00:00
191,191,click,2024-10-01 00:00:00
192,192,page_view,2024-10-01 00:00:00
193,193,click,2024-10-01 00:00:00
194,194,page_view,2024-10-01 00:00:00
195,195,click,2024-10-01 00:00:00
196,196,page_view,2024-10-01 00:00:00
197,197,click,2024-10-01 00:00:00
198,198,page_view,2024-10-01 00:00:00
199,199,click,2024-10-01 00:00:00
200,200,page_view,2024-10-01 00:00:00
201,201,click,2024-10-01 00:00:00
202,202,page_view,2024-10-01 00:00:00
203,203,click,2024-10-01 00:00:00
204,204,page_view,2024-10-01 00:00:00
205,205,click,2024-10-01 00:00:00
206,206,page_view,2024-10-01 00:00:00
207,207,click,2024-10-01 00:00:00
208,208,page_view,2024-10-01 00:00:00
209,209,click,2024-10-01 00:00:00
210,210,page_view,2024-10-01 00:00:00
211,211,click,2024-10-01 00:00:00
212,212,page_view,2024-10-01 00:00:00
213,213,click,2024-10-01 00:00:00
214,214,page_view,2024-10-01 00:00:00
215,215,click,2024-10-01 00:00:00
216,216,page_view,2024-10-01 00:00:00
217,217,click,2024-10-01 00:00:00
218,218,page_view,2024-10-01 00:00:00
219,219,click,2024-10-01 00:00:00
220,220,page_view,2024-10-01 00:00:00
221,221,click,2024-10-01 00:00:00
222,222,page_view,2024-10-01 00:00:00
223,223,click,2024-10-01 00:00:00
224,224,page_view,2024-10-01 00:00:00
225,225,click,2024-10-01 00:00:00
226,226,page_view,2024-10-01 00:00:00
227,227,click,2024-10-01 00:00:00
228,228,page_view,2024-10-01 00:00:00
229,229,click,2024-10-01 00:00:00
230,230,page_view,2024-10-01 00:00:00
231,231,click,2024-10-01 00:00:00
232,232,page_view,2024-10-01 00:00:00
233,233,click,2024-10-01 00:00:00
234,234,page_view,2024-10-01 00:00:00
235,235,click,2024-10-01 00:00:00
236,236,page_view,2024-10-01 00:00:00
237,237,click,2024-10-01 00:00:00
238,238,page_view,2024-10-01 00:00:00
239,239,click,2024-10-01 00:00:00
240,240,page_view,2024-10-01 00:00:00
241,241,click,2024-10-01 00:00:00
242,242,page_view,2024-10-01 00:00:00
243,243,click,2024-10-01 00:00:00
244,244,page_view,2024-10-01 00:00:00
245,245,click,2024-10-01 00:00:00
246,246,page_view,2024-10-01 00:00:00
247,247,click,2024-10-01 00:00:00
248,248,page_view,2024-10-01 00:00:00
249,249,click,2024-10-01 00:00:00
250,250,page_view,2024-10-01 00:00:00
251,251,click,2024-10-01 00:00:00
252,252,page_view,2024-10-01 00:00:00
253,253,click,2024-10-01 00:00:00
254,254,page_view,2024-10-01 00:00:00
255,255,click,2024-10-01 00:00:00
256,256,page_view,2024-10-01 00:00:00
257,257,click,2024-10-01 00:00:00
258,258,page_view,2024-10-01 00:00:00
259,259,click,2024-10-01 00:00:00
260,260,page_view,2024-10-01 00:00:00
261,261,click,2024-10-01 00:00:00
262,262,page_view,2024-10-01 00:00:00
263,263,click,2024-10-01 00:00:00
264,264,page_view,2024-10-01 00:00:00
265,265,click,2024-10-01 00:00:00
266,266,page_view,2024-10-01 00:00:00
267,267,click,2024-10-01 00:00:00
268,268,page_view,2024-10-01 00:00:00
269,269,click,2024-10-01 00:00:00
270,270,page_view,2024-10-01 00:00:00
271,271,click,2024-10-01 00:00:00
272,272,page_view,2024-10-01 00:00:00
273,273,click,2024-10-01 00:00:00
274,274,page_view,2024-10-01 00:00:00
275,275,click,2024-10-01 00:00:00
276,276,page_view,2024-10-01 00:00:00
277,277,click,2024-10-01 00:00:00
278,278,page_view,2024-10-01 00:00:00
279,279,click,2024-10-01 00:00:00
280,280,page_view,2024-10-01 00:00:00
281,281,click,2024-10-01 00:00:00
282,282,page_view,2024-10-01 00:00:00
283,283,click,2024-10-01 00:00:00
284,284,page_view,2024-10-01 00:00:00
285,285,click,2024-10-01 00:00:00
286,286,page_view,2024-10-01 00:00:00
287,287,click,2024-10-01 00:00:00
288,288,page_view,2024-10-01 00:00:00
289,289,click,2024-10-01 00:00:00
290,290,page_view,2024-10-01 00:00:00
291,291,click,2024-10-01 00:00:00
292,292,page_view,2024-10-01 00:00:00
293,293,click,2024-10-01 00:00:00
294,294,page_view,2024-10-01 00:00:00
295,295,click,2024-10-01 00:00:00
296,296,page_view,2024-10-01 00:00:00
297,297,click,2024-10-01 00:00:00
298,298,page_view,2024-10-01 00:00:00
299,299,click,2024-10-01 00:00:00
300,300,page_view,2024-10-01 00:00:00
301,301,click,2024-10-01 00:00:00
302,302,page_view,2024-10-01 00:00:00
303,303,click,2024-10-01 00:00:00
304,304,page_view,2024-10-01 00:00:00
305,305,click,2024-10-01 00:00:00
306,306,page_view,2024-10-01 00:00:00
307,307,click,2024-10-01 00:00:00
308,308,page_view,2024-10-01 00:00:00
309,309,click,2024-10-01 00:00:00
310,310,page_view,2024-10-01 00:00:00
311,311,click,2024-10-01 00:00:00
312,312,page_view,2024-10-01 00:00:00
313,313,click,2024-10-01 00:00:00
314,314,page_view,2024-10-01 00:00:00
315,315,click,2024-10-01 00:00:00
316,316,page_view,2024-10-01 00:00:00
317,317,click,2024-10-01 00:00:00
318,318,page_view,2024-10-01 00:00:00
319,319,click,2024-10-01 00:00:00
320,320,page_view,2024-10-01 00:00:00
321,321,click,2024-10-01 00:00:00
322,322,page_view,2024-10-01 00:00:00
323,323,click,2024-10-01 00:00:00
324,324,page_view,2024-10-01 00:00:00
325,325,click,2024-10-01 00:00:00
326,326,page_view,2024-10-01 00:00:00
327,327,click,2024-10-01 00:00:00
328,328,page_view,2024-10-01 00:00:00
329,329,click,2024-10-01 00:00:00
330,330,page_view,2024-10-01 00:00:00
331,331,click,2024-10-01 00:00:00
332,332,page_view,2024-10-01 00:00:00
333,333,click,2024-10-01 00:00:00
334,334,page_view,2024-10-01 00:00:00
335,335,click,2024-10-01 00:00:00
336,336,page_view,2024-10-01 00:00:00
337,337,click,2024-10-01 00:00:00
338,338,page_view,2024-10-01 00:00:00
339,339,click,2024-10-01 00:00:00
340,340,page_view,2024-10-01 00:00:00
341,341,click,2024-10-01 00:00:00
342,342,page_view,2024-10-01 00:00:00
343,343,click,2024-10-01 00:00:00
344,344,page_view,2024-10-01 00:00:00
345,345,click,2024-10-01 00:00:00
346,346,page_view,2024-10-01 00:00:00
347,347,click,2024-10-01 00:00:00
348,348,page_view,2024-10-01 00:00:00
349,349,click,2024-10-01 00:00:00
350,350,page_view,2024-10-01 00:00:00
351,351,click,2024-10-01 00:00:00
352,352,page_view,2024-10-01 00:00:00
353,353,click,2024-10-01 00:00:00
354,354,page_view,2024-10-01 00:00:00
355,355,click,2024-10-01 00:00:00
356,356,page_view,2024-10-01 00:00:00
357,357,click,2024-10-01 00:00:00
358,358,page_view,2024-10-01 00:00:00
359,359,click,2024-10-01 00:00:00
360,360,page_view,2024-10-01 00:00:00
361,361,click,2024-10-01 00:00:00
362,362,page_view,2024-10-01 00:00:00
363,363,click,2024-10-01 00:00:00
364,364,page_view,2024-10-01 00:00:00
365,365,click,2024-10-01 00:00:00
366,366,page_view,2024-10-01 00:00:00
367,367,click,2024-10-01 00:00:00
368,368,page_view,2024-10-01 00:00:00
369,369,click,2024-10-01 00:00:00
370,370,page_view,2024-10-01 00:00:00
371,371,click,2024-10-01 00:00:00
372,372,page_view,2024-10-01 00:00:00
373,373,click,2024-10-01 00:00:00
374,374,page_view,2024-10-01 00:00:00
375,375,click,2024-10-01 00:00:00
376,376,page_view,2024-10-01 00:00:00
377,377,click,2024-10-01 00:00:00
378,378,page_view,2024-10-01 00:00:00
379,379,click,2024-10-01 00:00:00
380,380,page_view,2024-10-01 00:00:00
381,381,click,2024-10-01 00:00:00
382,382,page_view,2024-10-01 00:00:00
383,383,click,2024-10-01 00:00:00
384,384,page_view,2024-10-01 00:00:00
385,385,click,2024-10-01 00:00:00
386,386,page_view,2024-10-01 00:00:00
387,387,click,2024-10-01 00:00:00
388,388,page_view,2024-10-01 00:00:00
389,389,click,2024-10-01 00:00:00
390,390,page_view,2024-10-01 00:00:00
391,391,click,2024-10-01 00:00:00
392,392,page_view,2024-10-01 00:00:00
393,393,click,2024-10-01 00:00:00
394,394,page_view,2024-10-01 00:00:00
395,395,click,2024-10-01 00:00:00
396,396,page_view,2024-10-01 00:00:00
397,397,click,2024-10-01 00:00:00
398,398,page_view,2024-10-01 00:00:00
399,399,click,2024-10-01 00:00:00
400,400,page_view,2024-10-01 00:00:00
401,401,click,2024-10-01 00:00:00
402,402,page_view,2024-10-01 00:00:00
403,403,click,2024-10-01 00:00:00
404,404,page_view,2024-10-01 00:00:00
405,405,click,2024-10-01 00:00:00
406,406,page_view,2024-10-01 00:00:00
407,407,click,2024-10-01 00:00:00
408,408,page_view,2024-10-01 00:00:00
409,409,click,2024-10-01 00:00:00
410,410,page_view,2024-10-01 00:00:00
411,411,click,2024-10-01 00:00:00
412,412,page_view,2024-10-01 00:00:00
413,413,click,2024-10-01 00:00:00
414,414,page_view,2024-10-01 00:00:00
415,415,click,2024-10-01 00:00:00
416,416,page_view,2024-10-01 00:00:00
417,417,click,2024-10-01 00:00:00
418,418,page_view,2024-10-01 00:00:00
419,419,click,2024-10-01 00:00:00
420,420,page_view,2024-10-01 00:00:00
421,421,click,2024-10-01 00:00:00
422,422,page_view,2024-10-01 00:00:00
423,423,click,2024-10-01 00:00:00
424,424,page_view,2024-10-01 00:00:00
425,425,click,2024-10-01 00:00:00
426,426,page_view,2024-10-01 00:00:00
427,427,click,2024-10-01 00:00:00
428,428,page_view,2024-10-01 00:00:00
429,429,click,2024-10-01 00:00:00
430,430,page_view,2024-10-01 00:00:00
431,431,click,2024-10-01 00:00:00
432,432,page_view,2024-10-01 00:00:00
433,433,click,2024-10-01 00:00:00
434,434,page_view,2024-10-01 00:00:00
435,435,click,2024-10-01 00:00:00
436,436,page_view,2024-10-01 00:00:00
437,437,click,2024-10-01 00:00:00
438,438,page_view,2024-10-01 00:00:00
439,439,click,2024-10-01 00:00:00
440,440,page_view,2024-10-01 00:00:00
441,441,click,2024-10-01 00:00:00
442,442,page_view,2024-10-01 00:00:00
443,443,click,2024-10-01 00:00:00
444,444,page_view,2024-10-01 00:00:00
445,445,click,2024-10-01 00:00:00
446,446,page_view,2024-10-01 00:00:00
447,447,click,2024-10-01 00:00:00
448,448,page_view,2024-10-01 00:00:00
449,449,click,2024-10-01 00:00:00
450,450,page_view,2024-10-01 00:00:00
451,451,click,2024-10-01 00:00:00
452,452,page_view,2024-10-01 00:00:00
453,453,click,2024-10-01 00:00:00
454,454,page_view,2024-10-01 00:00:00
455,455,click,2024-10-01 00:00:00
456,456,page_view,2024-10-01 00:00:00
457,457,click,2024-10-01 00:00:00
458,458,page_view,2024-10-01 00:00:00
459,459,click,2024-10-01 00:00:00
460,460,page_view,2024-10-01 00:00:00
461,461,click,2024-10-01 00:00:00
462,462,page_view,2024-10-01 00:00:00
463,463,click,2024-10-01 00:00:00
464,464,page_view,2024-10-01 00:00:00
465,465,click,2024-10-01 00:00:00
466,466,page_view,2024-10-01 00:00:00
467,467,click,2024-10-01 00:00:00
468,468,page_view,2024-10-01 00:00:00
469,469,click,2024-10-01 00:00:00
470,470,page_view,2024-10-01 00:00:00
471,471,click,2024-10-01 00:00:00
472,472,page_view,2024-10-01 00:00:00
473,473,click,2024-10-01 00:00:00
474,474,page_view,2024-10-01 00:00:00
475,475,click,2024-10-01 00:00:00
476,476,page_view,2024-10-01 00:00:00
477,477,click,2024-10-01 00:00:00
478,478,page_view,2024-10-01 00:00:00
479,479,click,2024-10-01 00:00:00
480,480,page_view,2024-10-01 00:00:00
481,481,click,2024-10-01 00:00:00
482,482,page_view,2024-10-01 00:00:00
483,483,click,2024-10-01 00:00:00
484,484,page_view,2024-10-01 00:00:00
485,485,click,2024-10-01 00:00:00
486,486,page_view,2024-10-01 00:00:00
487,487,click,2024-10-01 00:00:00
488,488,page_view,2024-10-01 00:00:00
489,489,click,2024-10-01 00:00:00
490,490,page_view,2024-10-01 00:00:00
491,491,click,2024-10-01 00:00:00
492,492,page_view,2024-10-01 00:00:00
493,493,click,2024-10-01 00:00:00
494,494,page_view,2024-10-01 00:00:00
495,495,click,2024-10-01 00:00:00
496,496,page_view,2024-10-01 00:00:00
497,497,click,2024-10-01 00:00:00
498,498,page_view,2024-10-01 00:00:00
499,499,click,2024-10-01 00:00:00
500,500,page_view,2024-10-01 00:00:00
501,501,click,2024-10-01 00:00:00
502,502,page_view,2024-10-01 00:00:00
503,503,click,2024-10-01 00:00:00
504,504,page_view,2024-10-01 00:00:00
505,505,click,2024-10-01 00:00:00
506,506,page_view,2024-10-01 00:00:00
507,507,click,2024-10-01 00:00:00
508,508,page_view,2024-10-01 00:00:00
509,509,click,2024-10-01 00:00:00
510,510,page_view,2024-10-01 00:00:00
511,511,click,2024-10-01 00:00:00
512,512,page_view,2024-10-01 00:00:00
513,513,click,2024-10-01 00:00:00
514,514,page_view,2024-10-01 00:00:00
515,515,click,2024-10-01 00:00:00
516,516,page_view,2024-10-01 00:00:00
517,517,click,2024-10-01 00:00:00
518,518,page_view,2024-10-01 00:00:00
519,519,click,2024-10-01 00:00:00
520,520,page_view,2024-10-01 00:00:00
521,521,click,2024-10-01 00:00:00
522,522,page_view,2024-10-01 00:00:00
523,523,click,2024-10-01 00:00:00
524,524,page_view,2024-10-01 00:00:00
525,525,click,2024-10-01 00:00:00
526,526,page_view,2024-10-01 00:00:00
527,527,click,2024-10-01 00:00:00
528,528,page_view,2024-10-01 00:00:00
529,529,click,2024-10-01 00:00:00
530,530,page_view,2024-10-01 00:00:00
531,531,click,2024-10-01 00:00:00
532,532,page_view,2024-10-01 00:00:00
533,533,click,2024-10-01 00:00:00
534,534,page_view,2024-10-01 00:00:00
535,535,click,2024-10-01 00:00:00
536,536,page_view,2024-10-01 00:00:00
537,537,click,2024-10-01 00:00:00
538,538,page_view,2024-10-01 00:00:00
539,539,click,2024-10-01 00:00:00
540,540,page_view,2024-10-01 00:00:00
541,541,click,2024-10-01 00:00:00
542,542,page_view,2024-10-01 00:00:00
543,543,click,2024-10-01 00:00:00
544,544,page_view,2024-10-01 00:00:00
545,545,click,2024-10-01 00:00:00
546,546,page_view,2024-10-01 00:00:00
547,547,click,2024-10-01 00:00:00
548,548,page_view,2024-10-01 00:00:00
549,549,click,2024-10-01 00:00:00
550,550,page_view,2024-10-01 00:00:00
551,551,click,2024-10-01 00:00:00
552,552,page_view,2024-10-01 00:00:00
553,553,click,2024-10-01 00:00:00
554,554,page_view,2024-10-01 00:00:00
555,555,click,2024-10-01 00:00:00
556,556,page_view,2024-10-01 00:00:00
557,557,click,2024-10-01 00:00:00
558,558,page_view,2024-10-01 00:00:00
559,559,click,2024-10-01 00:00:00
560,560,page_view,2024-10-01 00:00:00
561,561,click,2024-10-01 00:00:00
562,562,page_view,2024-10-01 00:00:00
563,563,click,2024-10-01 00:00:00
564,564,page_view,2024-10-01 00:00:00
565,565,click,2024-10-01 00:00:00
566,566,page_view,2024-10-01 00:00:00
567,567,click,2024-10-01 00:00:00
568,568,page_view,2024-10-01 00:00:00
569,569,click,2024-10-01 00:00:00
570,570,page_view,2024-10-01 00:00:00
571,571,click,2024-10-01 00:00:00
572,572,page_view,2024-10-01 00:00:00
573,573,click,2024-10-01 00:00:00
574,574,page_view,2024-10-01 00:00:00
575,575,click,2024-10-01 00:00:00
576,576,page_view,2024-10-01 00:00:00
577,577,click,2024-10-01 00:00:00
578,578,page_view,2024-10-01 00:00:00
579,579,click,2024-10-01 00:00:00
580,580,page_view,2024-10-01 00:00:00
581,581,click,2024-10-01 00:00:00
582,582,page_view,2024-10-01 00:00:00
583,583,click,2024-10-01 00:00:00
584,584,page_view,2024-10-01 00:00:00
585,585,click,2024-10-01 00:00:00
586,586,page_view,2024-10-01 00:00:00
587,587,click,2024-10-01 00:00:00
588,588,page_view,2024-10-01 00:00:00
589,589,click,2024-10-01 00:00:00
590,590,page_view,2024-10-01 00:00:00
591,591,click,2024-10-01 00:00:00
592,592,page_view,2024-10-01 00:00:00
593,593,click,2024-10-01 00:00:00
594,594,page_view,2024-10-01 00:00:00
595,595,click,2024-10-01 00:00:00
596,596,page_view,2024-10-01 00:00:00
597,597,click,2024-10-01 00:00:00
598,598,page_view,2024-10-01 00:00:00
599,599,click,2024-10-01 00:00:00
600,600,page_view,2024-10-01 00:00:00
601,601,click,2024-10-01 00:00:00
602,602,page_view,2024-10-01 00:00:00
603,603,click,2024-10-01 00:00:00
604,604,page_view,2024-10-01 00:00:00
605,605,click,2024-10-01 00:00:00
606,606,page_view,2024-10-01 00:00:00
607,607,click,2024-10-01 00:00:00
608,608,page_view,2024-10-01 00:00:00
609,609,click,2024-10-01 00:00:00
610,610,page_view,2024-10-01 00:00:00
611,611,click,2024-10-01 00:00:00
612,612,page_view,2024-10-01 00:00:00
613,613,click,2024-10-01 00:00:00
614,614,page_view,2024-10-01 00:00:00
615,615,click,2024-10-01 00:00:00
616,616,page_view,2024-10-01 00:00:00
617,617,click,2024-10-01 00:00:00
618,618,page_view,2024-10-01 00:00:00
619,619,click,2024-10-01 00:00:00
620,620,page_view,2024-10-01 00:00:00
621,621,click,2024-10-01 00:00:00
622,622,page_view,2024-10-01 00:00:00
623,623,click,2024-10-01 00:00:00
624,624,page_view,2024-10-01 00:00:00
625,625,click,2024-10-01 00:00:00
626,626,page_view,2024-10-01 00:00:00
627,627,click,2024-10-01 00:00:00
628,628,page_view,2024-10-01 00:00:00
629,629,click,2024-10-01 00:00:00
630,630,page_view,2024-10-01 00:00:00
631,631,click,2024-10-01 00:00:00
632,632,page_view,2024-10-01 00:00:00
633,633,click,2024-10-01 00:00:00
634,634,page_view,2024-10-01 00:00:00
635,635,click,2024-10-01 00:00:00
636,636,page_view,2024-10-01 00:00:00
637,637,click,2024-10-01 00:00:00
638,638,page_view,2024-10-01 00:00:00
639,639,click,2024-10-01 00:00:00
640,640,page_view,2024-10-01 00:00:00
641,641,click,2024-10-01 00:00:00
642,642,page_view,2024-10-01 00:00:00
643,643,click,2024-10-01 00:00:00
644,644,page_view,2024-10-01 00:00:00
645,645,click,2024-10-01 00:00:00
646,646,page_view,2024-10-01 00:00:00
647,647,click,2024-10-01 00:00:00
648,648,page_view,2024-10-01 00:00:00
649,649,click,2024-10-01 00:00:00
650,650,page_view,2024-10-01 00:00:00
651,651,click,2024-10-01 00:00:00
652,652,page_view,2024-10-01 00:00:00
653,653,click,2024-10-01 00:00:00
654,654,page_view,2024-10-01 00:00:00
655,655,click,2024-10-01 00:00:00
656,656,page_view,2024-10-01 00:00:00
657,657,click,2024-10-01 00:00:00
658,658,page_view,2024-10-01 00:00:00
659,659,click,2024-10-01 00:00:00
660,660,page_view,2024-10-01 00:00:00
661,661,click,2024-10-01 00:00:00
662,662,page_view,2024-10-01 00:00:00
663,663,click,2024-10-01 00:00:00
664,664,page_view,2024-10-01 00:00:00
665,665,click,2024-10-01 00:00:00
666,666,page_view,2024-10-01 00:00:00
667,667,click,2024-10-01 00:00:00
668,668,page_view,2024-10-01 00:00:00
669,669,click,2024-10-01 00:00:00
670,670,page_view,2024-10-01 00:00:00
671,671,click,2024-10-01 00:00:00
672,672,page_view,2024-10-01 00:00:00
673,673,click,2024-10-01 00:00:00
674,674,page_view,2024-10-01 00:00:00
675,675,click,2024-10-01 00:00:00
676,676,page_view,2024-10-01 00:00:00
677,677,click,2024-10-01 00:00:00
678,678,page_view,2024-10-01 00:00:00
679,679,click,2024-10-01 00:00:00
680,680,page_view,2024-10-01 00:00:00
681,681,click,2024-10-01 00:00:00
682,682,page_view,2024-10-01 00:00:00
683,683,click,2024-10-01 00:00:00
684,684,page_view,2024-10-01 00:00:00
685,685,click,2024-10-01 00:00:00
686,686,page_view,2024-10-01 00:00:00
687,687,click,2024-10-01 00:00:00
688,688,page_view,2024-10-01 00:00:00
689,689,click,2024-10-01 00:00:00
690,690,page_view,2024-10-01 00:00:00
691,691,click,2024-10-01 00:00:00
692,692,page_view,2024-10-01 00:00:00
693,693,click,2024-10-01 00:00:00
694,694,page_view,2024-10-01 00:00:00
695,695,click,2024-10-01 00:00:00
696,696,page_view,2024-10-01 00:00:00
697,697,click,2024-10-01 00:00:00
698,698,page_view,2024-10-01 00:00:00
